year,state,black_prop_vap,black,total_vap
2009,MA,0.04810714773814405,246400,5121900
2009,MI,0.0854983528195853,661800,7740500
2009,MN,0.02124996932741148,86600,4075300
2009,MS,0.32137906363189195,718700,2236300
2009,MO,0.0796272038138596,370800,4656700
2009,MT,0.0018390154194369783,1300,706900
2009,NE,0.023421735370423753,32500,1387600
2009,NV,0.06400714498362609,129000,2015400
2009,NH,0.008207132388861749,8400,1023500
2009,NJ,0.10651747329948022,711100,6675900
2009,NM,0.014222590444628556,20600,1448400
2009,NY,0.11862614871641954,1750400,14755600
2009,NC,0.1850417853880656,1357300,7335100
2009,ND,0.005597014925373134,3000,536000
2009,OH,0.08744820916354365,795700,9099100
2009,OK,0.05168776371308017,147000,2844000
2009,OR,0.012339851652056642,36600,2966000
2009,PA,0.06279008758122452,622300,9910800
2009,RI,0.047111541722175125,38900,825700
2009,SC,0.22645827518838962,811400,3583000
2009,SD,0.00624899855792341,3900,624100
2009,TN,0.12662133360397848,623800,4926500
2009,TX,0.09771679162540671,1726900,17672500
2009,UT,0.005531914893617021,10400,1880000
2009,VT,0.004698672114402451,2300,489500
2009,VA,0.1620757180156658,993200,6128000
2009,WA,0.023644898038681028,121400,5134300
2009,WV,0.028220609185265585,41600,1474100
2009,WI,0.02902034483512161,132800,4576100
2009,WY,0.005860290670417253,2500,426600
2010,AL,0.22410815478439203,830500,3705800
2010,AK,0.025049701789264415,12600,503000
2010,AZ,0.034488428495087764,167800,4865400
2010,AR,0.13083527097120373,292600,2236400
2010,CA,0.05304110821982935,1461500,27554100
2010,CO,0.03163485822896868,121500,3840700
2010,CT,0.07519468457526612,210500,2799400
2010,DE,0.15595923792645103,105600,677100
2010,FL,0.1276713996480038,1929600,15113800
2010,GA,0.26190672833388395,1902700,7264800
2010,HI,0.011959263757824908,12800,1070300
2010,ID,0.003853399554718274,4500,1167800
2010,IL,0.10351400375073017,1010100,9758100
2010,IN,0.0650585666071074,327700,5037000
2010,IA,0.014235323759133283,33900,2381400
2010,KS,0.03782309150598789,81800,2162700
2010,KY,0.06457781700500147,219500,3399000
2010,LA,0.2608226999941735,895300,3432600
2010,ME,0.006884023329190171,7200,1045900
2010,MD,0.23904800142755175,1071700,4483200
2010,MA,0.05056330987810974,263000,5201400
2010,MI,0.08779632395921283,675900,7698500
2010,MN,0.021905247070809986,90300,4122300
2010,MS,0.3348385942949119,748900,2236600
2010,MO,0.08094592303780301,382000,4719200
2010,MT,0.002599090318388564,2000,769500
2010,NE,0.02510249586420197,34900,1390300
2010,NV,0.06254871395167576,128400,2052800
2010,NH,0.008010555084346433,8500,1061100
2010,NJ,0.11026969576192375,747000,6774300
2010,NM,0.016637478108581436,24700,1484600
2010,NY,0.12005303547752019,1792800,14933400
2010,NC,0.18799205952654252,1392100,7405100
2010,ND,0.00594906116378509,3200,537900
2010,OH,0.09023530574374403,821800,9107300
2010,OK,0.052784283566959134,151000,2860700
2010,OR,0.013497866146160718,40800,3022700
2010,PA,0.06450608604828667,642300,9957200
2010,RI,0.043864920081720944,36500,832100
2010,SC,0.23927949499346973,879400,3675200
2010,SD,0.0047831632653061226,3000,627200
2010,TN,0.1319553567831097,655000,4963800
2010,TX,0.09967580636298698,1814000,18199000
2010,UT,0.00733963922055099,14200,1934700
2010,VT,0.007747433662599264,4000,516300
2010,VA,0.1682698515171078,1042600,6196000
2010,WA,0.025239970935791042,132000,5229800
2010,WV,0.028254357298474947,41500,1468800
2010,WI,0.029927441942526962,135700,4534300
2010,WY,0.005946935041171089,2600,437200
2011,AL,0.24416069760199316,940800,3853200
2011,AK,0.017669247567996822,8900,503700
2011,AZ,0.035148504936812805,175500,4993100
2011,AR,0.14301865460712268,328900,2299700
2011,CA,0.056180130662908674,1598600,28454900
2011,CO,0.03244236383771267,128900,3973200
2011,CT,0.07965673552718087,230200,2889900
2011,DE,0.16396194739787354,117200,714800
2011,FL,0.1415413630961608,2191400,15482400
2011,GA,0.28169455924274045,2065300,7331700
2011,HI,0.014410750596764213,16300,1131100
2011,ID,0.0046856363946157775,5500,1173800
2011,IL,0.1177498711873996,1165500,9898100
2011,IN,0.07147866744593805,366900,5133000
2011,IA,0.01733165563989122,42700,2463700
2011,KS,0.03917433251065739,87300,2228500
2011,KY,0.0676765068709298,235900,3485700
2011,LA,0.2932343803935105,1019400,3476400
2011,ME,0.0077020659659296845,8500,1103600
2011,MD,0.2503628604233011,1155700,4616100
2011,MA,0.0550437085131851,303500,5513800
2011,MI,0.10010827335838482,785900,7850500
2011,MN,0.024315752378714906,103500,4256500
2011,MS,0.3575776152734597,816600,2283700
2011,MO,0.09135984592374044,445900,4880700
2011,MT,0.0029236049319944072,2300,786700
2011,NE,0.027369733924611974,39500,1443200
2011,NV,0.06630541871921182,134600,2030000
2011,NH,0.006494100429891155,7100,1093300
2011,NJ,0.12140760759015488,835600,6882600
2011,NM,0.017015964785493727,25900,1522100
2011,NY,0.13265783520152788,2069900,15603300
2011,NC,0.20850133080348907,1582400,7589400
2011,ND,0.005960982658959537,3300,553600
2011,OH,0.10258473621527665,956100,9320100
2011,OK,0.05780486125456173,167900,2904600
2011,OR,0.01529777749270389,47700,3118100
2011,PA,0.07221513851860438,747600,10352400
2011,RI,0.04537602211217321,39400,868300
2011,SC,0.2687035069075452,1011400,3764000
2011,SD,0.0057856272838002435,3800,656800
2011,TN,0.13985986302996714,706600,5052200
2011,TX,0.10489247311827957,1951000,18600000
2011,UT,0.0070863715723528805,13800,1947400
2011,VT,0.006928838951310861,3700,534000
2011,VA,0.18256906421105026,1173700,6428800
2011,WA,0.02584154426577781,141100,5460200
2011,WV,0.031938399732172745,47700,1493500
2011,WI,0.03568385172560716,167500,4694000
2011,WY,0.005366726296958855,2400,447200
2012,AL,0.24101875263379688,915100,3796800
2012,AK,0.016808424463345482,8300,493800
2012,AZ,0.03512156708337435,178400,5079500
2012,AR,0.13419988697126461,308700,2300300
2012,CA,0.0558887006404353,1590000,28449400
2012,CO,0.0336845266398058,134600,3995900
2012,CT,0.0813864552913364,234100,2876400
2012,DE,0.16440101954120645,116100,706200
2012,FL,0.1351754799769947,2091800,15474700
2012,GA,0.2699440050489452,2010300,7447100
2012,HI,0.014351934391157069,16100,1121800
2012,ID,0.003030565416919214,3500,1154900
2012,IL,0.11676664727243545,1164000,9968600
2012,IN,0.07343517066465315,379300,5165100
2012,IA,0.017060579172380415,42300,2479400
2012,KS,0.04020613976631569,90500,2250900
2012,KY,0.06470888083371092,228500,3531200
2012,LA,0.2872032757781405,1003000,3492300
2012,ME,0.007947509472322336,8600,1082100
2012,MD,0.2519637331486811,1164400,4621300
2012,MA,0.05765621298540372,316400,5487700
2012,MI,0.09783708332799754,764000,7808900
2012,MN,0.023672259218297763,100600,4249700
2012,MS,0.35431969220007,810400,2287200
2012,MO,0.0896560236998025,435800,4860800
2012,MT,0.0018858436007040482,1500,795400
2012,NE,0.02903848806731963,42100,1449800
2012,NV,0.06968085106382979,144100,2068000
2012,NH,0.008775137111517367,9600,1094000
2012,NJ,0.12065220539256856,833200,6905800
2012,NM,0.015619894124567022,23900,1530100
2012,NY,0.13110515104073095,2043300,15585200
2012,NC,0.1946914191849399,1493400,7670600
2012,ND,0.007681314755269739,4300,559800
2012,OH,0.1019926614640271,942300,9238900
2012,OK,0.0565984474241355,160400,2834000
2012,OR,0.01417500807232806,43900,3097000
2012,PA,0.07211203897007655,746100,10346400
2012,RI,0.048024523160762944,42300,880800
2012,SC,0.24653607262302915,928800,3767400
2012,SD,0.008838579624748023,5700,644900
2012,TN,0.14053045186640473,715300,5090000
2012,TX,0.10456716117303483,1972900,18867300
2012,UT,0.008777749425873947,17200,1959500
2012,VT,0.005232666791253972,2800,535100
2012,VA,0.1701916013712047,1112100,6534400
2012,WA,0.026232407339179132,142400,5428400
2012,WV,0.033501174890902985,49900,1489500
2012,WI,0.03621447280126415,167300,4619700
2012,WY,0.005383580080753701,2400,445800
2013,AL,0.23243385546926418,882900,3798500
2013,AK,0.02197346600331675,10600,482400
2013,AZ,0.03479860648999883,177800,5109400
2013,AR,0.13276884724490673,308900,2326600
2013,CA,0.054660228166934166,1576800,28847300
2013,CO,0.03173549655850541,129100,4068000
2013,CT,0.07544553082310519,217600,2884200
2013,DE,0.15462326364529255,110200,712700
2013,FL,0.13097954265791634,2043700,15603200
2013,GA,0.2662448219001783,1986000,7459300
2013,HI,0.01805213103205354,20500,1135600
2013,ID,0.003548795944233207,4200,1183500
2013,IL,0.11393692777212615,1142400,10026600
2013,IN,0.0706132714258077,365000,5169000
2013,IA,0.017298815974312664,43100,2491500
2013,KS,0.04361135758651287,98300,2254000
2013,KY,0.06409024086848354,226700,3537200
2013,LA,0.2829305868591481,991700,3505100
2013,ME,0.007318880859736891,7900,1079400
2013,MD,0.2545816562473238,1189100,4670800
2013,MA,0.05719048999710061,315600,5518400
2013,MI,0.0933051516463368,732800,7853800
2013,MN,0.023915175860619364,102400,4281800
2013,MS,0.3436548664869096,790200,2299400
2013,MO,0.08840472369666297,429700,4860600
2013,MT,0.002257336343115124,1800,797400
2013,NE,0.025825162270404642,37400,1448200
2013,NV,0.06928417524539143,144700,2088500
2013,NH,0.006940005478951694,7600,1095100
2013,NJ,0.11473071492378181,796300,6940600
2013,NM,0.018127490039840637,27300,1506000
2013,NY,0.1277553604430319,1997800,15637700
2013,NC,0.1891586893921706,1458300,7709400
2013,ND,0.007538118896693507,4400,583700
2013,OH,0.09654146284026076,901900,9342100
2013,OK,0.05681337283114685,161100,2835600
2013,OR,0.013521270489189361,42400,3135800
2013,PA,0.06900855230060757,713300,10336400
2013,RI,0.050695482239337855,44100,869900
2013,SC,0.23131993424192607,872400,3771400
2013,SD,0.0075838010010617326,5000,659300
2013,TN,0.13329579433808394,686500,5150200
2013,TX,0.10165646980480293,1954000,19221600
2013,UT,0.005868485730049657,11700,1993700
2013,VT,0.007874015748031496,4100,520700
2013,VA,0.16459688847577977,1080200,6562700
2013,WA,0.02716643110189247,148000,5447900
2013,WV,0.03195298250354658,47300,1480300
2013,WI,0.035309389874513195,163200,4622000
2013,WY,0.006527121314427189,2900,444300
2014,AL,0.23216852669820442,888300,3826100
2014,AK,0.01534056044180814,7500,488900
2014,AZ,0.03487986905434634,179000,5131900
2014,AR,0.13391476198659563,311700,2327600
2014,CA,0.0530986845726237,1543600,29070400
2014,CO,0.03144501371925309,129500,4118300
2014,CT,0.08289149946286863,239200,2885700
2014,DE,0.16332734558518724,118200,723700
2014,FL,0.13090839960711004,2065800,15780500
2014,GA,0.2633394359096819,1985000,7537800
2014,HI,0.015973876974671255,18100,1133100
2014,ID,0.0049036476256022025,5700,1162400
2014,IL,0.11186253882376515,1116500,9981000
2014,IN,0.0687504796991327,358300,5211600
2014,IA,0.016398700934204723,40900,2494100
2014,KS,0.0401987555396392,89800,2233900
2014,KY,0.06245405711054566,220900,3537000
2014,LA,0.2795838376851692,970100,3469800
2014,ME,0.008967772069126577,9600,1070500
2014,MD,0.25458375427208046,1184400,4652300
2014,MA,0.05724222882399826,316000,5520400
2014,MI,0.09766936977204521,764800,7830500
2014,MN,0.024416584495468845,104000,4259400
2014,MS,0.35255736556314593,805100,2283600
2014,MO,0.0861553065478033,417500,4845900
2014,MT,0.0047381226789601745,3700,780900
2014,NE,0.02752169197396963,40600,1475200
2014,NV,0.07038962277647956,147600,2096900
2014,NH,0.009460565814609297,10400,1099300
2014,NJ,0.11777496184085476,817900,6944600
2014,NM,0.015184669451627875,22900,1508100
2014,NY,0.12853693190868487,2017400,15695100
2014,NC,0.19054540776948803,1481300,7774000
2014,ND,0.007321131447587354,4400,601000
2014,OH,0.09780192640158064,910800,9312700
2014,OK,0.05726872246696035,163800,2860200
2014,OR,0.014162953532781668,44500,3142000
2014,PA,0.07057277575944965,730400,10349600
2014,RI,0.04764080886553182,41700,875300
2014,SC,0.23577448568287704,900800,3820600
2014,SD,0.007989146819415134,5300,663400
2014,TN,0.1357555898226677,704300,5188000
2014,TX,0.10303817297386429,1999600,19406400
2014,UT,0.007630922693266833,15300,2005000
2014,VT,0.0069124423963133645,3600,520800
2014,VA,0.16771628450460568,1105200,6589700
2014,WA,0.02619992782389029,145200,5542000
2014,WV,0.03247713824636902,48300,1487200
2014,WI,0.0344219646965234,160100,4651100
2014,WY,0.006961598922075006,3100,445300
2015,AL,0.2308054516441259,882300,3822700
2015,AK,0.021748050882232254,10600,487400
2015,AZ,0.03391232423490488,176300,5198700
2015,AR,0.1286117285005984,300900,2339600
2015,CA,0.053050262789781755,1562500,29453200
2015,CO,0.02879119832349019,120900,4199200
2015,CT,0.07921653214583912,227700,2874400
2015,DE,0.16330174426589755,118900,728100
2015,FL,0.1274017255510439,2036300,15983300
2015,GA,0.26152456741970104,1998100,7640200
2015,HI,0.01738050900062073,19600,1127700
2015,ID,0.00353386621792175,4200,1188500
2015,IL,0.10769971705496358,1073400,9966600
2015,IN,0.07025607353906763,363800,5178200
2015,IA,0.01916882083913303,48200,2514500
2015,KS,0.03915810083210964,88000,2247300
2015,KY,0.0629732173126907,222900,3539600
2015,LA,0.27849874228218613,974300,3498400
2015,ME,0.007367839381101492,8000,1085800
2015,MD,0.2529430548163917,1188200,4697500
2015,MA,0.056282161234991426,315000,5596800
2015,MI,0.09520767589528689,745200,7827100
2015,MN,0.023544709406273946,101400,4306700
2015,MS,0.3487510766580534,809800,2322000
2015,MO,0.08695473757642908,423800,4873800
2015,MT,0.0045662100456621,3600,788400
2015,NE,0.02847457627118644,42000,1475000
2015,NV,0.07079186907513088,150100,2120300
2015,NH,0.011128200488555144,12300,1105300
2015,NJ,0.11261934890141494,783200,6954400
2015,NM,0.01468123617349333,21900,1491700
2015,NY,0.12870618658479882,2020700,15700100
2015,NC,0.18511030352664176,1446600,7814800
2015,ND,0.008872822872165627,5400,608600
2015,OH,0.09522690870261612,891800,9365000
2015,OK,0.05888321321111189,168300,2858200
2015,OR,0.013803585830386501,44500,3223800
2015,PA,0.06918656694868759,718800,10389300
2015,RI,0.046146746654360866,40000,866800
2015,SC,0.22693831352574986,882200,3887400
2015,SD,0.007663410969196093,5100,665500
2015,TN,0.13119220290856068,683800,5212200
2015,TX,0.10035285031372886,1988000,19810100
2015,UT,0.007673004536241676,15900,2072200
2015,VT,0.008209240168003054,4300,523800
2015,VA,0.16261730105891037,1079600,6638900
2015,WA,0.027071471513951267,153100,5655400
2015,WV,0.0303792306646731,44700,1471400
2015,WI,0.03318013916330212,154500,4656400
2015,WY,0.006427304964539007,2900,451200
2016,AL,0.2264215096510959,865700,3823400
2016,AK,0.016191054442420562,8000,494100
2016,AZ,0.035892453429494965,192100,5352100
2016,AR,0.1297886961003264,302200,2328400
2016,CA,0.0518078590831632,1535300,29634500
2016,CO,0.031172882618615262,133900,4295400
2016,CT,0.08344563076604125,241500,2894100
2016,DE,0.16500205226433165,120600,730900
2016,FL,0.12547685519009497,2036000,16226100
2016,GA,0.2605152505304815,2001200,7681700
2016,HI,0.014922752808988764,17000,1139200
2016,ID,0.004422563417890521,5300,1198400
2016,IL,0.10798197135804444,1080500,10006300
2016,IN,0.06447403768661013,336000,5211400
2016,IA,0.018669314796425026,47000,2517500
2016,KS,0.039735099337748346,88800,2234800
2016,KY,0.06448598130841121,227700,3531000
2016,LA,0.27530725613792706,956500,3474300
2016,ME,0.007648368670732888,7900,1032900
2016,MD,0.2505018065034123,1185600,4732900
2016,MA,0.05853849021104386,329800,5633900
2016,MI,0.09097015398263734,717800,7890500
2016,MN,0.026169856289968613,110900,4237700
2016,MS,0.3424645506826463,780100,2277900
2016,MO,0.08496023877179712,415600,4891700
2016,MT,0.002755165936130244,2200,798500
2016,NE,0.027985836851423123,41100,1468600
2016,NV,0.07267077864861105,156700,2156300
2016,NH,0.010215150967275356,11300,1106200
2016,NJ,0.10932531403329544,759800,6949900
2016,NM,0.017772432685240862,26600,1496700
2016,NY,0.12891758652591026,2034500,15781400
2016,NC,0.18483627776585132,1463700,7918900
2016,ND,0.009759271307742356,6000,614800
2016,OH,0.09595187982777593,898100,9359900
2016,OK,0.05520132454997006,156700,2838700
2016,OR,0.014396013411670613,46800,3250900
2016,PA,0.06735312992240826,692700,10284600
2016,RI,0.047874824848201776,41000,856400
2016,SC,0.22572158365261813,883700,3915000
2016,SD,0.011511663132384126,7600,660200
2016,TN,0.1298651839439409,682000,5251600
2016,TX,0.10029174874697654,2011000,20051500
2016,UT,0.006870884626395649,14400,2095800
2016,VT,0.008298755186721992,4400,530200
2016,VA,0.15859911881024347,1054700,6650100
2016,WA,0.027214207211764912,156000,5732300
2016,WV,0.032621385893825974,47500,1456100
2016,WI,0.033013205282112844,154000,4664800
2016,WY,0.006677053193857111,3000,449300
2017,AL,0.22017726798748696,844600,3836000
2017,AK,0.017414464249129277,8500,488100
2017,AZ,0.0343974446557486,186300,5416100
2017,AR,0.12502641700832665,295800,2365900
2017,CA,0.05105135327348604,1521800,29809200
2017,CO,0.029859270766700172,130700,4377200
2017,CT,0.08154195948739149,236700,2902800
2017,DE,0.15913448370309505,116200,730200
2017,FL,0.12146745073263189,1999500,16461200
2017,GA,0.2545980969873218,1996100,7840200
2017,HI,0.01354539893384602,15500,1144300
2017,ID,0.0037790463938248775,4700,1243700
2017,IL,0.10476865626934521,1049300,10015400
2017,IN,0.06720450567014233,353200,5255600
2017,IA,0.01859569114640667,47300,2543600
2017,KS,0.0412136092599088,94000,2280800
2017,KY,0.05869175627240143,209600,3571200
2017,LA,0.2694521607147971,940900,3491900
2017,ME,0.009864955464036013,10300,1044100
2017,MD,0.2433548169678588,1155400,4747800
2017,MA,0.058170038204897974,330400,5679900
2017,MI,0.09079338676344574,720500,7935600
2017,MN,0.02766090978824295,119000,4302100
2017,MS,0.34050760531276025,776800,2281300
2017,MO,0.07950682013681236,388200,4882600
2017,MT,0.004686151190035763,3800,810900
2017,NE,0.027155374222460036,40600,1495100
2017,NV,0.07262894431036024,162500,2237400
2017,NH,0.009625574002119393,10900,1132400
2017,NJ,0.10326784339445094,724300,7013800
2017,NM,0.016374891832523462,24600,1502300
2017,NY,0.12454069070017046,1972600,15839000
2017,NC,0.17834623278356124,1442500,8088200
2017,ND,0.01179512037485862,7300,618900
2017,OH,0.09087548843594889,860500,9469000
2017,OK,0.0543188202247191,154700,2848000
2017,OR,0.014225690276110444,47400,3332000
2017,PA,0.06700896100750788,691700,10322500
2017,RI,0.04396492037849065,38100,866600
2017,SC,0.21852707726313675,870000,3981200
2017,SD,0.009315392577258613,6300,676300
2017,TN,0.1256858323938369,668900,5322000
2017,TX,0.09788428600173733,1994500,20376100
2017,UT,0.008602544156676124,18800,2185400
2017,VT,0.007818459191456904,4100,524400
2017,VA,0.1532676812891674,1027200,6702000
2017,WA,0.026679507975128414,157900,5918400
2017,WV,0.03368000551002135,48900,1451900
2017,WI,0.032152426317356354,151200,4702600
2017,WY,0.006492052831878218,2900,446700
2018,AL,0.21006700950599969,808800,3850200
2018,AK,0.01854806541683287,9300,501400
2018,AZ,0.037580367653717285,207500,5521500
2018,AR,0.11639701567608349,277700,2385800
2018,CA,0.04943906001062135,1489500,30128000
2018,CO,0.027361327815842437,121000,4422300
2018,CT,0.08107000102490519,237300,2927100
2018,DE,0.1569459172852598,118400,754400
2018,FL,0.11529278338208082,1931500,16753000
2018,GA,0.24782887377933063,1971900,7956700
2018,HI,0.017860224331320104,20700,1159000
2018,ID,0.005110062893081761,6500,1272000
2018,IL,0.0997382120780785,1002000,10046300
2018,IN,0.06591627766902575,350200,5312800
2018,IA,0.017748934672973924,45400,2557900
2018,KS,0.03986970684039088,91800,2302500
2018,KY,0.05826024203397358,209900,3602800
2018,LA,0.26229084008970155,912300,3478200
2018,ME,0.009249183895538629,10200,1102800
2018,MD,0.24564675313789996,1172300,4772300
2018,MA,0.05643941369777268,324600,5751300
2018,MI,0.08561729632227678,683500,7983200
2018,MN,0.026454063644428268,116300,4396300
2018,MS,0.3246905029867544,750100,2310200
2018,MO,0.07614018823434572,377800,4961900
2018,MT,0.0019455252918287938,1600,822400
2018,NE,0.025399562305192653,38300,1507900
2018,NV,0.07391758864012545,169700,2295800
2018,NH,0.012260267974428585,14000,1141900
2018,NJ,0.10427312033241619,742800,7123600
2018,NM,0.018706157443491817,28800,1539600
2018,NY,0.12133786150572194,1932900,15929900
2018,NC,0.17215266804424456,1416300,8227000
2018,ND,0.011394639704702295,7100,623100
2018,OH,0.09025289778714436,856500,9490000
2018,OK,0.0552240350453589,160100,2899100
2018,OR,0.014166054371785452,48200,3402500
2018,PA,0.06399870536606726,672300,10504900
2018,RI,0.04813143584403563,41600,864300
2018,SC,0.2120799385849781,856400,4038100
2018,SD,0.008681577398469689,5900,679600
2018,TN,0.12090754563594708,654400,5412400
2018,TX,0.0959453840426252,1984400,20682600
2018,UT,0.007776740878993912,17500,2250300
2018,VT,0.00687860197062651,3700,537900
2018,VA,0.15106669229290795,1021800,6763900
2018,WA,0.027481874184544747,166400,6054900
2018,WV,0.03238236884802596,47900,1479200
2018,WI,0.031241476259415455,148900,4766100
2018,WY,0.005091875138366172,2300,451700
2019,AL,0.2088394999368607,826900,3959500
2019,AK,0.021616161616161617,10700,495000
2019,AZ,0.03489771359807461,197200,5650800
2019,AR,0.11766417290108064,283100,2406000
2019,CA,0.04931748418320179,1499000,30394900
2019,CO,0.027388869443472172,125200,4571200
2019,CT,0.0749974315948084,219000,2920100
2019,DE,0.15217958757504568,116600,766200
2019,FL,0.11318071615069004,1942000,17158400
2019,GA,0.24177350162422198,1950000,8065400
2019,HI,0.015844467283316205,18500,1167600
2019,ID,0.0043421954749752415,5700,1312700
2019,IL,0.09653198787492023,968100,10028800
2019,IN,0.06094571583615576,325700,5344100
2019,IA,0.018674605629446336,48300,2586400
2019,KS,0.03917249719270968,90700,2315400
2019,KY,0.05699936880814512,207700,3643900
2019,LA,0.254820780399274,898600,3526400
2019,ME,0.010482734319943622,11900,1135200
2019,MD,0.23534413039421023,1134900,4822300
2019,MA,0.054810515651561725,319200,5823700
2019,MI,0.08367104872986063,677200,8093600
2019,MN,0.022576659552959677,100500,4451500
2019,MS,0.31641496481894626,737500,2330800
2019,MO,0.07675342737929665,386300,5033000
2019,MT,0.003410159924741298,2900,850400
2019,NE,0.027231763860771894,41700,1531300
2019,NV,0.07252494244052188,170100,2345400
2019,NH,0.011412143914975172,13100,1147900
2019,NJ,0.10255436998298961,729500,7113300
2019,NM,0.018532918610679107,28600,1543200
2019,NY,0.11773391406418929,1905700,16186500
2019,NC,0.1670754615393819,1396400,8357900
2019,ND,0.011118272639381244,6900,620600
2019,OH,0.08722747926132811,837000,9595600
2019,OK,0.05293037802556432,155700,2941600
2019,OR,0.013551238804234035,46600,3438800
2019,PA,0.06125938872880155,648400,10584500
2019,RI,0.04623092689592348,40600,878200
2019,SC,0.20398514015535293,845600,4145400
2019,SD,0.00939635535307517,6600,702400
2019,TN,0.11625115923844853,639300,5499300
2019,TX,0.09321961942319122,1976200,21199400
2019,UT,0.007090971982013144,16400,2312800
2019,VT,0.009286234522942461,5100,549200
2019,VA,0.1512991593674681,1029500,6804400
2019,WA,0.024951398595780917,155300,6224100
2019,WV,0.033637094612704366,50200,1492400
2019,WI,0.030012054703412727,144400,4811400
2019,WY,0.006231198968629136,2900,465400
2004,AK,0.06208425720620843,28000,451000
2004,AL,0.48169267707082836,1605000,3332000
2004,AR,0.2945273631840796,592000,2010000
2004,AZ,0.07132459970887918,294000,4122000
2004,CA,0.13168487636572743,3435000,26085000
2004,CO,0.0744555620953502,253000,3398000
2004,CT,0.18035303146584805,470000,2606000
2004,DE,0.35784313725490197,219000,612000
2004,FL,0.28211375923246784,3705000,13133000
2004,GA,0.5350268223414326,3391000,6338000
2004,HI,0.04051172707889126,38000,938000
2004,IA,0.0352622061482821,78000,2212000
2004,ID,0.012048192771084338,12000,996000
2004,IL,0.27582500268730514,2566000,9303000
2004,IN,0.164021164021164,744000,4536000
2004,KS,0.10100502512562815,201000,1990000
2004,KY,0.1344510190664037,409000,3042000
2004,LA,0.5984131827891364,1961000,3277000
2004,MA,0.1206611570247934,584000,4840000
2004,MD,0.5352461043779372,2164000,4043000
2004,ME,0.015655577299412915,16000,1022000
2004,MI,0.25831991411701555,1925000,7452000
2004,MN,0.07010090281465746,264000,3766000
2004,MO,0.20928588263021447,888000,4243000
2004,MS,0.671792407496396,1398000,2081000
2004,MT,NA,NA,690000
2004,NC,0.4,2500000,6250000
2004,ND,0.015021459227467811,7000,466000
2004,NE,0.080370942812983,104000,1294000
2004,NH,0.013238289205702648,13000,982000
2004,NJ,0.26555434274130674,1703000,6413000
2004,NM,0.05309090909090909,73000,1375000
2004,NV,0.1383166568569747,235000,1699000
2004,NY,0.32949213359094676,4775000,14492000
2004,OH,0.2146652497343252,1818000,8469000
2004,OK,0.15142198308993082,394000,2602000
2004,OR,0.03667033370003667,100000,2727000
2004,PA,0.18619067977768278,1742000,9356000
2004,RI,0.11562115621156212,94000,813000
2004,SC,0.5488402482848742,1680000,3061000
2004,SD,0.008865248226950355,5000,564000
2004,TN,0.29577464788732394,1302000,4402000
2004,TX,0.21438057294631,3390000,15813000
2004,UT,0.01289134438305709,21000,1629000
2004,VA,0.360365398956003,1933000,5364000
2004,VT,0.008298755186721992,4000,482000
2004,WA,0.06875543951261967,316000,4596000
2004,WI,0.09670382937469704,399000,4126000
2004,WV,0.06308243727598567,88000,1395000
2004,WY,0.0160857908847185,6000,373000
